Polska
72896
xMin,xMax,yMin,yMax
14.144,24.111,49.064,54.83
post_code,coordinates
58-262,50.659/16.688
58-262,50.626/16.65
58-262,50.647/16.612
58-262,50.613/16.67
58-262,50.659/16.624
58-262,50.669/16.645
58-262,50.661/16.672
58-262,50.63/16.622
58-300,50.765/16.28
58-300,50.815/16.27
58-301,50.771/16.298
58-302,50.783/16.289
58-303,50.747/16.291
58-304,50.789/16.254
58-305,50.761/16.243
58-306,50.826/16.302
58-307,50.794/16.311
58-308,50.761/16.331
58-308,50.771/16.354
58-309,50.806/16.284
58-310,50.805/16.251
58-311,50.819/16.226
58-311,50.805/16.201
58-311,50.863/16.272
58-312,50.849/16.189
58-312,50.842/16.105
58-312,50.865/16.226
58-312,50.84/16.133
58-314,50.827/16.279
58-316,50.824/16.276
58-316,50.789/16.351
58-320,50.703/16.441
58-320,50.675/16.449
58-320,50.716/16.474
58-320,50.803/16.284
58-321,50.722/16.408
58-321,50.737/16.444
58-321,50.755/16.406
58-321,50.74/16.392
58-330,50.732/16.369
58-330,50.723/16.342
58-340,50.688/16.37
58-340,50.661/16.425
58-340,50.667/16.373
58-340,50.697/16.342
58-340,50.676/16.332
58-340,50.666/16.395
58-350,50.666/16.189
58-350,50.646/16.194
58-350,50.684/16.207
58-350,50.712/16.24
58-350,50.686/16.237
58-350,50.658/16.214
58-350,50.715/16.284
58-350,50.67/16.136
58-350,50.701/16.282
58-350,50.671/16.158
58-370,50.755/16.199
58-371,50.784/16.164
58-373,50.8/16.129
58-373,50.807/16.096
58-379,50.769/16.135
58-379,50.778/16.107
58-379,50.742/16.143
58-379,50.721/16.155
58-379,50.798/16.13
58-379,50.807/16.101
58-379,50.78/16.292
58-400,50.786/15.957
58-400,50.763/16.058
58-400,50.778/15.907
58-400,50.754/16.017
58-400,50.796/16.043
58-400,50.78/16.032
58-400,50.762/15.991
58-400,50.706/16.11
58-400,50.681/16.068
58-400,50.802/15.982
58-400,50.769/15.928
58-400,50.765/15.886
58-400,50.812/16.039
58-400,50.801/15.914
58-400,50.707/16.07
58-400,50.696/16.147
58-400,50.719/16.047
58-400,50.812/15.941
58-400,50.693/16.126
58-400,50.716/16.091
58-400,50.755/15.935
58-400,50.736/16.052
58-405,50.735/16.068
58-407,50.667/16.07
58-410,50.844/16.02
58-410,50.863/15.983
58-410,50.886/16.03
58-410,50.89/15.997
58-410,50.838/15.972
58-410,50.818/16.063
58-410,50.869/16.064
58-410,50.857/16.051
58-410,50.867/16.094
58-410,51.328/17.352
58-420,50.704/16.001
58-420,50.709/15.962
58-420,50.701/15.895
58-420,50.723/15.894
58-420,50.665/16.051
58-420,50.741/15.957
58-420,50.689/15.881
58-420,50.615/16.026
58-420,50.727/15.951
58-420,50.739/15.986
58-420,50.739/15.915
58-420,50.633/16.047
58-420,50.697/15.947
58-420,50.718/15.933
58-420,50.668/16.071
58-422,50.717/15.923
58-500,50.893/15.74
58-500,50.854/15.731
58-500,50.875/15.826
58-500,50.893/15.807
58-500,50.872/15.839
58-500,50.792/15.777
58-500,50.828/15.728
58-500,50.804/15.755
58-500,50.823/15.658
58-500,50.811/15.673
58-500,50.716/16.59
58-506,50.914/15.766
58-506,50.828/16.298
58-508,50.925/15.864
58-508,50.867/15.794
58-508,50.935/15.797
58-508,50.936/15.689
58-508,50.871/15.825
58-508,50.995/15.764
58-508,50.868/15.834
58-512,50.919/15.573
58-512,50.914/15.628
58-512,50.94/15.6
58-512,50.886/15.547
58-512,50.893/15.579
58-512,50.892/15.512
58-512,50.91/15.537
58-512,50.927/15.525
58-512,50.899/15.498
58-512,50.898/15.53
58-520,50.877/15.921
58-520,50.903/15.907
58-520,50.876/15.881
58-520,50.861/15.943
58-520,50.878/15.942
58-521,50.937/15.799
58-521,50.931/15.744
58-521,50.98/15.714
58-521,50.934/15.687
58-521,50.961/15.742
58-521,50.978/15.791
58-521,50.996/15.759
58-521,50.944/15.654
58-530,50.794/15.835
58-531,50.867/15.794
58-532,50.816/15.803
58-533,50.837/15.784
58-533,50.821/15.823
58-533,50.851/15.863
58-533,50.826/15.864
58-533,50.839/15.84
58-533,50.838/15.888
58-533,50.818/15.801
58-533,50.876/15.829
58-533,50.868/15.833
58-533,50.897/15.811
58-533,50.857/15.795
58-535,50.805/15.758
58-535,50.791/15.778
58-535,50.825/15.748
58-540,50.776/15.758
58-560,50.864/15.687
58-560,50.881/15.638
58-562,50.829/15.681
58-562,50.809/15.665
58-562,50.825/15.659
58-564,50.817/15.722
58-564,50.792/15.697
58-564,50.836/15.71
58-570,50.841/15.639
58-573,50.851/15.596
58-580,50.83/15.525
58-962,51.01/15.512
59-100,51.476/16.03
59-100,51.452/16.04
59-100,51.539/16.025
59-100,51.542/16.083
59-100,51.541/16.059
59-100,51.529/16.145
59-100,51.518/16.111
59-100,51.468/15.982
59-100,51.544/16.145
59-100,51.477/16.174
59-100,51.479/16.102
59-100,51.5/16.141
59-100,51.531/16.103
59-100,51.514/16.162
59-100,51.503/16.073
59-100,51.482/16.138
59-101,51.503/16.064
59-101,51.475/16.031
59-101,51.45/16.043
59-101,51.537/16.025
59-101,51.541/16.061
59-101,51.531/16.105
59-101,51.478/16.102
59-101,51.543/16.085
59-101,51.519/16.113
59-101,51.467/15.983
59-101,51.545/16.147
59-101,51.517/16.169
59-101,51.529/16.147
59-101,51.477/16.171
59-101,51.482/16.138
59-101,51.499/16.14
59-140,51.38/16.003
59-140,51.42/15.9
59-140,51.391/16.065
59-140,51.425/16.047
59-140,51.365/16.028
59-140,51.35/15.987
59-140,51.467/15.928
59-140,51.366/16.054
59-140,51.482/15.943
59-140,51.376/15.93
59-140,51.391/15.946
59-140,51.43/16.009
59-140,51.505/15.919
59-140,51.399/16.177
59-145,51.39/15.95
59-145,51.39/15.884
59-147,51.479/15.944
59-147,51.466/15.921
59-150,51.599/16.167
59-150,51.596/16.122
59-150,51.546/16.232
59-150,51.588/16.267
59-150,51.599/16.235
59-150,51.591/16.307
59-150,51.612/16.216
59-150,51.619/16.217
59-150,51.544/16.173
59-150,51.58/16.113
59-150,51.561/16.176
59-150,51.598/16.258
59-150,51.589/16.203
59-150,51.568/16.2
59-150,51.553/16.206
59-150,51.605/16.132
59-150,51.569/16.149
59-150,51.577/16.161
59-150,51.558/16.151
59-150,51.569/16.134
59-150,51.567/16.224
59-160,51.576/15.943
59-160,51.582/15.937
59-160,51.546/15.905
59-160,51.547/15.937
59-160,51.528/15.953
59-160,51.588/15.964
59-160,51.607/16
59-160,51.571/15.966
59-160,51.518/15.907
59-160,51.609/15.974
59-160,51.613/15.955
59-160,51.532/15.866
59-160,51.592/15.975
59-160,51.534/15.911
59-160,51.581/15.989
59-160,51.514/15.953
59-160,51.523/15.889
59-170,51.531/15.784
59-170,51.523/15.727
59-170,51.481/15.85
59-170,51.464/15.874
59-170,51.545/15.855
59-170,51.545/15.824
59-170,51.535/15.738
59-170,51.49/15.817
59-170,51.518/15.765
59-170,51.538/15.805
59-170,51.492/15.91
59-170,51.486/15.895
59-170,51.451/15.866
59-170,51.628/15.882
59-180,51.628/15.883
59-180,51.613/15.927
59-180,51.605/15.895
59-180,51.662/15.889
59-180,51.65/15.895
59-180,51.635/15.919
59-180,51.63/15.96
59-180,51.655/15.916
59-180,51.617/15.855
59-180,51.644/15.867
59-180,51.667/15.908
59-180,51.635/15.938
59-180,51.645/15.927
59-200,51.212/16.163
59-205,51.207/16.16
59-206,51.198/16.177
59-210,51.198/16.201
59-211,51.205/16.213
59-212,51.204/16.188
59-213,51.206/16.151
59-216,51.224/16.253
59-216,51.244/16.281
59-216,51.2/16.245
59-216,51.196/16.275
59-216,51.202/16.309
59-216,51.26/16.257
59-216,51.245/16.216
59-216,51.24/16.265
59-216,51.28/16.218
59-216,51.197/16.346
59-216,51.276/16.287
59-216,51.25/16.3
59-216,51.222/16.314
59-217,51.206/16.177
59-220,51.202/16.174
59-222,51.256/16.064
59-222,51.276/16.1
59-222,51.251/16.162
59-222,51.221/16.072
59-222,51.254/16.039
59-222,51.243/16.116
59-222,51.251/16.184
59-222,51.221/16.109
59-222,51.286/16.158
59-222,51.239/16.101
59-222,51.212/16.058
59-222,51.212/16.108
59-222,51.244/16.13
59-222,51.289/16.138
59-222,51.237/16.137
59-222,51.24/16.026
59-222,51.194/16.178
59-223,51.15/16.047
59-223,51.119/16.085
59-223,51.165/16.052
59-223,51.156/16.087
59-223,51.187/16.062
59-223,51.141/16.1
59-223,51.146/16.136
59-223,51.124/16.06
59-223,51.16/16.125
59-223,51.158/16.155
59-223,51.131/16.134
59-223,51.145/16.113
59-223,51.154/16.131
59-223,51.141/16.122
59-223,51.174/16.089
59-223,51.113/16.113
59-223,51.143/16.072
59-223,51.187/16.095
59-225,51.272/15.936
59-225,51.296/15.939
59-225,51.261/15.782
59-225,51.28/15.98
59-225,51.279/15.893
59-225,51.26/15.868
59-225,51.268/15.907
59-225,51.291/15.857
59-225,51.284/16.034
59-225,51.262/15.908
59-225,51.253/15.928
59-225,51.249/16.002
59-225,51.236/15.969
59-225,51.332/15.899
59-225,51.229/15.95
59-225,51.264/15.953
59-225,51.212/15.97
59-225,51.23/15.989
59-225,51.283/15.844
59-225,51.29/15.955
59-225,51.221/15.965
59-225,51.333/15.929
59-225,51.279/15.818
59-225,51.324/15.858
59-225,51.325/15.975
59-225,51.317/15.801
59-225,51.309/15.892
59-225,51.296/15.815
59-226,51.34/15.895
59-226,51.326/15.941
59-226,51.322/15.85
59-226,51.318/15.981
59-226,51.311/15.891
59-226,51.29/15.957
59-227,51.279/15.813
59-227,51.315/15.8
59-227,51.296/15.818
59-230,51.273/16.367
59-230,51.287/16.353
59-230,51.232/16.426
59-230,51.256/16.325
59-230,51.274/16.404
59-230,51.306/16.347
59-230,51.225/16.369
59-230,51.257/16.427
59-230,51.245/16.364
59-230,51.229/16.348
59-230,51.215/16.352
59-230,51.324/16.344
59-230,51.227/16.395
59-241,51.183/16.249
59-241,51.144/16.242
59-241,51.185/16.21
59-241,51.16/16.217
59-241,51.14/16.2
59-241,51.155/16.303
59-241,51.128/16.283
59-241,51.156/16.176
59-241,51.14/16.172
59-241,51.152/16.271
59-241,51.123/16.23
59-241,51.181/16.279
59-241,51.112/16.241
59-241,51.136/16.215
59-241,51.128/16.18
59-241,51.126/16.259
59-241,51.116/16.204
59-241,51.166/16.238
59-243,51.184/16.373
59-243,51.196/16.437
59-243,51.174/16.411
59-243,51.199/16.384
59-243,51.156/16.413
59-243,51.158/16.387
59-243,51.172/16.333
59-243,51.154/16.348
59-243,51.156/16.445
59-243,51.134/16.41
59-243,51.133/16.429
59-243,51.15/16.376
59-243,51.193/16.187
59-300,51.366/16.226
59-300,51.396/16.193
59-300,51.385/16.232
59-300,51.4/16.306
59-300,51.409/16.267
59-300,51.381/16.296
59-300,51.431/16.261
59-300,51.44/16.21
59-300,51.378/16.26
59-300,51.417/16.308
59-300,51.434/16.284
59-300,51.448/16.259
59-300,51.421/16.135
59-300,51.199/16.223
59-300,51.436/16.097
59-301,51.417/16.188
59-302,50.781/16.293
59-303,50.744/16.287
59-304,50.794/16.24
59-305,51.509/16.263
59-305,51.542/16.447
59-305,51.53/16.285
59-305,51.452/16.233
59-305,51.468/16.269
59-305,51.524/16.423
59-305,51.586/16.355
59-305,51.571/16.432
59-305,51.472/16.298
59-305,51.526/16.321
59-305,51.552/16.403
59-305,51.503/16.395
59-305,51.509/16.286
59-305,51.574/16.387
59-305,51.492/16.449
59-305,51.549/16.31
59-305,51.477/16.257
59-305,51.498/16.357
59-305,51.492/16.382
59-305,51.509/16.351
59-305,51.475/16.214
59-305,51.494/16.283
59-305,51.487/16.334
59-305,51.544/16.346
59-305,51.557/16.329
59-305,51.556/16.355
59-305,51.549/16.281
59-305,51.518/16.365
59-305,51.535/16.259
59-305,51.403/16.172
59-307,51.305/16.164
59-307,51.307/16.186
59-307,51.325/16.045
59-307,51.301/16.114
59-307,51.317/16.106
59-307,51.331/16.19
59-307,51.307/16.05
59-311,51.357/16.162
59-311,51.374/16.096
59-311,51.375/16.142
59-311,51.386/16.116
59-311,51.352/16.092
59-323,51.358/16.295
59-323,51.339/16.228
59-323,51.33/16.295
59-323,51.317/16.321
59-323,51.322/16.271
59-323,51.32/16.232
59-323,51.299/16.26
59-323,51.304/16.223
59-323,51.344/16.272
59-323,51.381/16.3
59-330,51.415/16.424
59-330,51.452/16.35
59-330,51.472/16.371
59-330,51.362/16.378
59-330,51.336/16.369
59-330,51.352/16.422
59-330,51.473/16.442
59-330,51.43/16.392
59-330,51.374/16.44
59-330,51.369/16.46
59-330,51.396/16.424
59-330,51.439/16.415
59-330,51.454/16.431
59-330,51.391/16.365
59-330,51.414/16.381
59-330,51.318/16.408
59-330,51.342/16.334
59-330,51.454/16.375
59-330,51.38/16.378
59-330,51.419/16.335
59-330,51.417/16.347
59-330,51.406/16.172
59-335,51.419/16.137
59-335,51.44/16.094
59-335,51.443/16.12
59-400,51.054/16.189
59-407,51.081/16.254
59-407,51.031/16.306
59-407,51.095/16.21
59-407,51.042/16.271
59-407,51.021/16.261
59-407,51.056/16.313
59-407,51.059/16.291
59-407,51.027/16.234
59-407,51.062/16.318
59-407,51.058/16.237
59-407,51.01/16.256
59-407,51.098/16.253
59-407,51.05/16.24
59-411,51.021/16.17
59-411,50.965/16.095
59-411,50.979/16.179
59-411,51.04/16.209
59-411,50.993/16.198
59-411,51.011/16.108
59-411,50.998/16.139
59-411,50.97/16.138
59-411,50.993/16.045
59-411,50.976/16.157
59-411,50.983/16.115
59-411,51.026/16.119
59-411,50.984/16.058
59-411,50.996/16.092
59-420,50.924/16.104
59-420,50.909/15.955
59-420,50.898/16.091
59-420,50.931/16.146
59-420,50.922/16.048
59-420,50.971/16.02
59-420,50.93/15.978
59-420,50.904/16.168
59-420,50.878/16.161
59-420,50.944/16.078
59-420,50.967/16.053
59-420,50.935/16.115
59-420,50.905/16.003
59-420,50.909/16.066
59-420,50.957/16.035
59-420,50.935/16.032
59-420,50.881/16.103
59-420,50.94/15.973
59-420,50.987/16.005
59-421,50.909/15.958
59-424,51.059/16.14
59-424,51.073/16.093
59-424,51.115/16.175
59-424,51.097/16.048
59-424,51.044/16.019
59-424,51.043/16.111
59-424,51.085/16.083
59-424,51.123/16.154
59-424,51.098/16.101
59-424,51.028/16.079
59-424,51.05/15.966
59-424,51.018/16.015
59-424,51.066/16.015
59-424,51.055/16.164
59-424,51.072/16.113
59-424,51.04/16.098
59-424,51.109/16.064
59-424,51.072/16.068
59-424,51.086/16.149
59-424,51.04/16.082
59-430,51.092/16.313
59-430,51.115/16.332
59-430,51.09/16.429
59-430,51.14/16.354
59-430,51.077/16.35
59-430,51.069/16.39
59-430,51.118/16.391
59-430,51.121/16.415
59-430,51.107/16.426
59-430,51.081/16.413
59-430,51.109/16.311
59-430,51.086/16.304
59-430,51.096/16.462
59-430,51.083/16.396
59-430,51.121/16.435
59-430,51.105/16.274
59-430,51.123/16.352
59-430,51.096/16.398
59-430,51.098/16.255
59-430,51.108/16.352
59-500,51.123/15.916
59-500,51.094/15.922
59-500,51.084/15.945
59-500,51.137/15.973
59-500,51.203/16.026
59-500,51.111/15.986
59-500,51.131/15.952
59-500,51.115/15.877
59-500,51.168/15.979
59-500,51.18/15.992
59-500,51.129/15.981
59-500,51.141/16
59-500,51.084/15.985
59-500,51.19/15.967
59-500,51.162/15.942
59-500,51.14/16.023
59-500,51.12/16.028
59-500,51.178/15.945
59-500,51.168/16.02
59-500,51.155/15.914
59-500,51.211/16.001
59-516,51.206/15.8
59-516,51.189/15.86
59-516,51.168/15.851
59-516,51.17/15.781
59-516,51.235/15.81
59-516,51.232/15.896
59-516,51.211/15.928
59-516,51.224/15.849
59-516,51.189/15.926
59-516,51.245/15.852
59-524,51.064/15.796
59-524,51.118/15.814
59-524,51.096/15.767
59-524,51.133/15.746
59-524,51.143/15.832
59-524,51.162/15.728
59-524,51.147/15.773
59-524,51.09/15.839
59-524,51.119/15.775
59-540,50.994/15.856
59-540,51.035/15.825
59-540,50.987/15.955
59-540,51.027/15.875
59-540,51.072/15.868
59-540,51.014/15.896
59-540,51.015/15.78
59-540,51.002/15.914
59-540,51.022/15.938
59-540,51.065/15.904
59-540,51.161/15.913
59-540,51.051/15.912
59-540,51.098/15.878
59-550,50.953/15.922
59-550,50.959/15.855
59-550,50.998/15.786
59-600,51.158/15.516
59-600,51.11/15.587
59-600,51.116/15.488
59-600,51.081/15.538
59-600,51.088/15.599
59-600,51.119/15.542
59-600,51.141/15.613
59-600,51.082/15.672
59-600,51.103/15.554
59-600,51.158/15.541
59-600,51.135/15.563
59-600,51.144/15.698
59-600,51.181/15.557
59-600,51.085/15.717
59-600,51.179/15.529
59-600,51.095/15.474
59-600,51.142/15.654
59-600,51.119/15.693
59-600,51.175/15.63
59-600,51.154/15.569
59-600,51.065/15.68
59-600,51.131/15.586
59-600,51.075/15.636
59-600,51.104/15.655
59-600,51.157/15.593
59-600,51.159/15.612
59-600,51.106/15.69
59-600,51.057/15.509
59-600,51.062/15.719
59-610,50.98/15.639
59-610,51.016/15.675
59-610,51.031/15.723
59-610,50.97/15.676
59-610,51.045/15.648
59-610,51.006/15.697
59-610,51.053/15.684
59-610,51.008/15.633
59-610,50.999/15.611
59-610,50.996/15.674
59-610,51.019/15.646
59-610,51.044/15.749
59-610,51.014/15.707
59-620,51.055/15.429
59-620,51.03/15.416
59-620,51.08/15.443
59-620,51.017/15.447
59-620,50.987/15.446
59-620,51.001/15.422
59-620,51.019/15.407
59-620,51.109/15.437
59-623,51.013/15.51
59-623,51.043/15.574
59-623,50.998/15.558
59-623,50.976/15.49
59-623,50.957/15.57
59-623,51.016/15.523
59-623,51.032/15.487
59-623,51.023/15.589
59-623,51.058/15.596
59-623,51.004/15.467
59-623,50.955/15.531
59-623,50.975/15.609
59-623,50.965/15.624
59-623,50.986/15.528
59-623,50.975/15.551
59-630,50.971/15.383
59-630,50.981/15.345
59-630,50.951/15.449
59-630,50.947/15.503
59-630,50.932/15.358
59-630,50.931/15.353
59-630,50.924/15.437
59-630,50.928/15.402
59-630,50.969/15.335
59-630,50.941/15.43
59-630,50.954/15.369
59-630,50.922/15.476
59-630,50.967/15.459
59-630,50.918/15.496
59-630,50.981/15.358
59-630,50.994/15.336
59-630,50.95/15.369
59-630,50.991/15.391
59-630,50.994/15.382
59-630,50.976/15.346
59-630,50.934/15.49
59-630,50.923/15.385
59-630,50.899/15.331
59-700,51.263/15.56
59-700,51.261/15.615
59-700,51.277/15.517
59-700,51.242/15.607
59-700,51.243/15.551
59-700,51.245/15.535
59-700,51.244/15.468
59-700,51.192/15.635
59-700,51.28/15.549
59-700,51.235/15.526
59-700,51.211/15.525
59-700,51.322/15.56
59-700,51.195/15.573
59-700,51.307/15.608
59-700,51.291/15.635
59-700,51.299/15.57
59-700,51.326/15.577
59-700,51.228/15.482
59-700,51.215/15.568
59-700,51.33/15.61
59-700,51.21/15.617
59-700,51.35/15.585
59-700,51.341/15.634
59-700,51.375/15.581
59-700,51.416/15.599
59-700,51.204/15.484
59-700,51.287/15.589
59-700,51.433/15.599
59-700,51.386/15.602
59-700,51.397/15.577
59-700,51.194/15.524
59-700,51.44/15.557
59-700,51.233/17.183
59-701,51.255/15.577
59-702,51.252/15.578
59-703,51.264/15.562
59-706,51.358/15.761
59-706,51.327/15.678
59-706,51.32/15.754
59-706,51.36/15.804
59-706,51.319/15.713
59-706,51.399/15.762
59-706,51.391/15.818
59-706,51.406/15.804
59-706,51.358/15.817
59-706,51.362/15.731
59-706,51.399/15.793
59-707,51.385/15.601
59-707,51.403/15.579
59-707,51.249/15.473
59-720,51.266/15.683
59-720,51.182/15.701
59-720,51.234/15.666
59-720,51.22/15.711
59-720,51.286/15.719
59-720,51.193/15.748
59-720,51.237/15.714
59-720,51.199/15.697
59-720,51.222/15.644
59-720,51.217/15.732
59-720,51.271/15.759
59-720,51.201/15.486
59-724,51.33/15.418
59-724,51.362/15.284
59-724,51.294/15.422
59-724,51.339/15.285
59-724,51.392/15.417
59-724,51.297/15.433
59-724,51.364/15.42
59-724,51.331/15.432
59-724,51.371/15.295
59-724,51.392/15.277
59-724,51.471/15.392
59-724,51.527/15.437
59-726,51.473/15.391
59-726,51.334/15.409
59-726,51.279/15.414
59-726,51.334/15.433
59-726,51.426/15.394
59-730,51.158/15.447
59-730,51.237/15.278
59-730,51.189/15.413
59-730,51.228/15.356
59-730,51.203/15.315
59-730,51.241/15.392
59-730,51.197/15.396
59-730,51.202/15.489
59-730,51.227/15.403
59-730,51.221/15.443
59-730,51.26/15.422
59-730,51.264/15.408
59-730,51.214/15.254
59-730,51.256/15.292
59-730,51.194/15.526
59-730,51.278/15.398
59-800,51.119/15.287
59-800,51.141/15.243
59-800,51.117/15.316
59-800,51.105/15.233
59-800,51.168/15.256
59-800,51.137/15.405
59-800,51.147/15.31
59-800,51.084/15.291
59-800,51.106/15.369
59-800,51.091/15.309
59-800,51.174/15.336
59-800,51.166/15.338
59-800,51.14/15.354
59-800,51.123/15.362
59-800,51.078/15.299
59-800,51.119/15.22
59-800,51.107/15.194
59-800,51.122/15.241
59-814,50.939/15.297
59-814,50.955/15.319
59-814,51.028/15.263
59-814,51.013/15.34
59-816,51.078/15.152
59-816,51.038/15.175
59-816,51.057/15.171
59-816,51.063/15.223
59-818,51.117/15.19
59-818,51.113/15.146
59-818,51.158/15.168
59-818,51.148/15.176
59-818,51.12/15.219
59-818,51.123/15.239
59-818,51.097/15.232
59-818,51.111/15.23
59-820,51.007/15.251
59-820,50.986/15.29
59-820,51.017/15.314
59-820,51.054/15.27
59-820,51.023/15.267
59-820,51.008/15.196
59-820,51.021/15.209
59-820,51.027/15.258
59-820,51.003/15.378
59-820,51.029/15.223
59-820,51.014/15.341
59-820,51.05/15.276
59-820,51.066/15.29
59-820,51.012/15.371
59-820,51.047/15.21
59-820,51.028/15.302
59-820,51.005/15.364
59-820,51.047/15.308
59-820,51.037/15.235
59-830,51.068/15.377
59-830,51.041/15.379
59-830,51.079/15.335
59-830,51.053/15.326
59-830,51.028/15.368
59-830,51.028/15.382
59-830,51.032/15.346
59-830,51.037/15.318
59-830,51.045/15.396
59-830,51.052/15.362
59-850,50.913/15.33
59-900,51.145/15.014
59-900,51.158/15.046
59-900,51.135/15.062
59-900,51.158/15.102
59-900,51.117/15.034
59-900,51.181/15.024
59-900,51.178/15.172
59-900,51.153/15.131
59-900,51.19/15.142
59-900,51.107/14.99
59-900,51.103/15.042
59-900,51.059/14.972
59-900,51.034/14.976
59-900,51.08/14.998
59-900,51.195/15.093
59-900,51.133/15.118
59-900,51.019/14.997
59-900,51.094/15.02
59-900,51.057/15.008
59-900,51.208/15.146
59-900,51.03/14.999
59-900,51.173/15.087
59-900,51.044/14.996
59-900,51.041/14.99
59-900,51.072/15.07
59-900,51.108/15.079
59-900,51.037/15.062
59-900,51.057/15.108
59-900,51.035/15.1
59-900,51.111/15.089
59-900,51.081/15.055
59-901,51.14/15.012
59-902,51.141/15.022
59-915,50.978/14.949
59-916,50.945/14.91
59-916,51.02/14.95
59-916,50.993/14.935
59-916,51.003/14.944
59-916,51.007/14.968
59-916,50.966/14.994
59-916,50.977/15.006
59-916,50.955/15.011
59-917,51.019/14.953
59-920,50.903/14.963
59-920,50.87/14.962
59-920,50.888/14.838
59-920,50.893/14.841
59-921,50.885/14.832
59-921,50.873/14.856
59-921,50.895/14.842
59-921,50.872/14.958
59-921,50.882/14.89
59-921,50.88/14.936
59-922,50.885/14.93
59-930,51.25/15.047
59-930,51.235/15.115
59-930,51.207/15.065
59-930,51.232/15.033
59-930,51.225/15.155
59-930,51.299/15.054
59-930,51.212/15.184
59-930,51.202/15.193
59-930,51.277/15.061
59-930,51.209/15.02
59-940,51.306/15.193
59-940,51.343/15.16
59-940,51.286/15.223
59-940,51.25/15.218
59-940,51.271/15.144
59-940,51.408/15.177
59-941,51.362/15.165
59-942,51.25/15.215
59-950,51.402/15.179
59-950,51.418/15.179
59-950,51.396/15.091
59-950,51.437/15.172
59-950,51.363/15.154
59-970,51.026/15.056
59-970,51.018/15.124
59-970,51.024/15.08
59-970,51.035/15.12
59-970,51.046/15.057
59-970,51.037/15.017
59-970,51.037/15.064
59-970,51.047/15.03
59-970,51.037/15.037
59-970,51.036/15.1
59-970,51.041/15.121
59-970,51.009/15.116
59-970,51.087/15.078
59-970,51.05/15.03
59-970,51.02/15.14
59-975,51.105/15.069
59-975,51.051/15.115
59-975,51.076/15.068
59-975,51.083/15.109
59-975,51.113/15.097
59-975,51.061/15.108
59-975,51.088/15.052
59-975,51.071/15.092
60-001,52.373/16.855
60-002,52.366/16.847
60-003,52.367/16.838
60-004,52.361/16.851
60-005,52.367/16.851
60-008,52.363/16.861
60-009,52.357/16.857
60-012,52.353/16.854
60-013,52.356/16.861
60-020,52.165/17.159
60-020,52.144/17.195
60-020,52.134/17.161
60-020,52.169/17.145
60-020,52.184/17.125
60-020,52.148/17.152
60-020,52.167/17.203
60-101,52.37/16.869
60-102,52.371/16.872
60-103,52.372/16.877
60-104,52.375/16.868
60-105,52.378/16.863
60-106,52.382/16.858
60-107,52.383/16.872
60-108,52.372/16.884
60-111,52.377/16.877
60-112,52.376/16.877
60-113,52.374/16.88
60-114,52.374/16.88
60-115,52.374/16.884
60-116,52.376/16.886
60-118,52.382/16.886
60-119,52.381/16.885
60-121,52.382/16.88
60-122,52.382/16.88
60-123,52.383/16.88
60-124,52.382/16.889
60-125,52.383/16.89
60-126,52.384/16.889
60-128,52.385/16.881
60-129,52.386/16.884
60-131,52.388/16.88
60-132,52.387/16.885
60-133,52.39/16.877
60-134,52.385/16.88
60-135,52.388/16.873
60-136,52.389/16.875
60-137,52.388/16.876
60-138,52.385/16.881
60-139,52.39/16.872
60-141,52.389/16.873
60-142,52.389/16.872
60-143,52.39/16.872
60-144,52.384/16.877
60-147,52.392/16.871
60-148,52.392/16.872
60-149,52.391/16.868
60-151,52.393/16.869
60-152,52.389/16.868
60-153,52.393/16.868
60-157,52.386/16.863
60-158,52.391/16.864
60-159,52.387/16.862
60-161,52.384/16.857
60-162,52.385/16.855
60-163,52.384/16.85
60-164,52.384/16.847
60-166,52.385/16.843
60-167,52.376/16.843
60-168,52.377/16.84
60-169,52.38/16.833
60-171,52.381/16.835
60-173,52.381/16.829
60-174,52.395/16.834
60-175,52.384/16.818
60-176,52.388/16.841
60-177,52.392/16.835
60-178,52.391/16.841
60-179,52.392/16.844
60-182,52.407/16.824
60-183,52.408/16.82
60-184,52.405/16.827
60-185,52.393/16.787
60-186,52.411/16.822
60-187,52.409/16.827
60-188,52.412/16.829
60-189,52.412/16.829
60-192,52.41/16.83
60-193,52.411/16.839
60-194,52.408/16.85
60-195,52.409/16.837
60-196,52.413/16.858
60-197,52.411/16.863
60-198,52.406/16.862
60-201,52.384/16.9
60-202,52.385/16.9
60-203,52.386/16.894
60-204,52.385/16.893
60-205,52.387/16.89
60-206,52.386/16.891
60-208,52.391/16.896
60-209,52.392/16.894
60-211,52.391/16.899
60-212,52.393/16.893
60-213,52.392/16.898
60-214,52.394/16.894
60-215,52.395/16.897
60-216,52.395/16.896
60-218,52.389/16.897
60-219,52.387/16.905
60-221,52.392/16.9
60-222,52.393/16.901
60-223,52.392/16.896
60-224,52.393/16.9
60-225,52.391/16.897
60-226,52.393/16.899
60-227,52.392/16.899
60-228,52.397/16.895
60-229,52.397/16.895
60-231,52.397/16.896
60-232,52.396/16.899
60-233,52.396/16.896
60-234,52.395/16.899
60-235,52.397/16.895
60-236,52.394/16.896
60-237,52.393/16.895
60-238,52.394/16.893
60-239,52.394/16.894
60-241,52.387/16.888
60-242,52.388/16.887
60-243,52.389/16.893
60-244,52.388/16.893
60-245,52.389/16.891
